,Text
1178,"<s>[INST]As a restaurant menu manager, your role is to gather below informations based on input  (Name of the dish).
    generate the output ### Input data:Ciambella al cacao facile ### Output:{'ingredients': ""['Farina 00', 'Cacao amaro in polvere', 'Zucchero', 'Uova', 'Olio di semi', 'Latte parzialmente scremato', 'Lievito in polvere per dolci', 'Zucchero a velo']"", 'description': '""Ciambella al cacao facile"" is a simple recipe for a chocolate cake-like Italian ring-shaped dessert, made using flour, unsweetened cocoa powder, sugar, eggs, vegetable oil, reduced-fat milk, and powdered sugar.', 'allergen': ""['Egg', 'SOYBEAN', 'Latte']"", 'Additional_information': ""['Vegetarian']""}"
1179,"<s>[INST]As a restaurant menu manager, your role is to gather below informations based on input  (Name of the dish).
    generate the output ### Input data:Frullato di frutta ### Output:{'ingredients': ""['Pesche', 'Banane', 'Fragole', 'Kiwi', 'Latte intero']"", 'description': 'The dish ""Frullato di frutta"" is a fruit smoothie made with a selection of fresh fruits and whole milk.', 'allergen': ""['Latte']"", 'Additional_information': ""['Gluten free', 'Vegetarian']""}"
1180,"<s>[INST]As a restaurant menu manager, your role is to gather below informations based on input  (Name of the dish).
    generate the output ### Input data:Avocado ripieno ### Output:{'ingredients': '[\'Avocado\', \'Pomodori cuore di bue\', \'Succo di limone\', \'Scorza di limone\', \'Mandorle in scaglie\', ""Olio extravergine d\'oliva"", \'Sale fino\', \'Pepe nero\', \'Menta\', \'Gamberetti\', \'Miele di acacia\', \'Salsa di soia\', \'Scorza di limone\']', 'description': '""Avocado Ripieno"" is a dish made with avocados, beef tomatoes, lemon juice, lemon zest, sliced almonds, extra virgin olive oil, fine salt, black pepper, mint, shrimp, acacia honey, soy sauce, and lemon zest. The avocado is hollowed out and filled with a mixture of the other ingredients, resulting in a flavorful and nutritious dish that is sure to impress. The combination of fresh and savory ingredients, along with the delicate sweetness of the shrimp and honey, create a well-balanced and satisfying experience for the taste buds.', 'allergen': ""['Cereals', 'Crustaceans', 'Egg', 'Fish', 'Peanuts', 'SOYBEAN', 'Latte', 'Nuts', 'Celery', 'Mustard', 'Sesame seeds', 'Sulfur dioxide and sulphites', 'Shell', 'Clams']"", 'Additional_information': ""['Gluten free', 'Vegetarian']""}"
1181,"<s>[INST]As a restaurant menu manager, your role is to gather below informations based on input  (Name of the dish).
    generate the output ### Input data:Panini delle feste ### Output:{'ingredients': '[\'Farina Manitoba\', \'Acqua\', ""Olio extravergine d\'oliva"", \'Sale fino\', \'Lievito di birra fresco\', \'Malto\', \'Pancetta\', \'Gherigli di noci\', \'Olive verdi\', \'Rosmarino\', \'Semi di papavero\', \'Semi di sesamo\', \'Latte intero\']', 'description': '""Panini delle feste"" is a festive sandwich made using Manitoba flour, water, extra virgin olive oil, fine salt, fresh brewer\'s yeast, malt, pancetta, walnuts, green olives, rosemary, poppy seeds, sesame seeds, and whole milk.', 'allergen': ""['Cereals', 'SOYBEAN', 'Latte', 'Nuts', 'Celery', 'Sesame seeds', 'Sulfur dioxide and sulphites']"", 'Additional_information': ""['Spicy', 'Vegan', 'Gluten free', 'Vegetarian']""}"
1182,"<s>[INST]As a restaurant menu manager, your role is to gather below informations based on input  (Name of the dish).
    generate the output ### Input data:Tiramisù con crema al cioccolato ### Output:{'ingredients': ""['Cioccolato fondente', 'Tuorli', 'Zucchero', 'Mascarpone', 'Savoiardi', 'Caffè', 'Zucchero', 'Cacao amaro in polvere']"", 'description': 'A rich Tiramisù with a creamy chocolate twist, featuring layers of delicate savoiardi dipped in aromatic coffee and a velvety mascarpone and dark chocolate custard, dusted with fine cacao powder.', 'allergen': ""['Cereals', 'Crustaceans', 'Egg', 'Fish', 'Peanuts', 'SOYBEAN', 'Latte', 'Nuts', 'Celery', 'Mustard', 'Sesame seeds', 'Sulfur dioxide and sulphites', 'Shell', 'Clams']"", 'Additional_information': ""['Spicy', 'Vegan', 'Gluten free', 'Vegetarian']""}"
1183,"<s>[INST]As a restaurant menu manager, your role is to gather below informations based on input  (Name of the dish).
    generate the output ### Input data:Pasta alla marinara ### Output:{'ingredients': '[\'Passata di pomodoro\', \'Pomodorini datterini\', \'Mezzi paccheri\', \'Acqua\', \'Scampi\', \'Gamberoni\', \'Capesante\', \'Gamberetti\', ""Olio extravergine d\'oliva"", \'Aglio\', \'Basilico\', \'Prezzemolo\', \'Sale fino\', \'Peperoncino secco\', \'Cozze\', \'Vongole\', ""Olio extravergine d\'oliva"", \'Aglio\']', 'description': '""Pasta alla marinara"" is a dish that features mezzi paccheri pasta, cooked in a savory sauce of passata di pomodoro and pomodorini datterini. It is generously studded with an array of succulent seafood, including scampi, gamberoni, capesante, and gamberetti. The pasta is further enhanced by the addition of delicate herbs, such as basilico and prezzemolo, and elevated by the gentle heat of peperoncino secco. The dish is completed with the addition of cozze and vongole, and finished with a drizzle of olive oil.', 'allergen': ""['Cereals', 'Crustaceans', 'Egg', 'Fish', 'Peanuts', 'SOYBEAN', 'Latte', 'Nuts', 'Celery', 'Mustard', 'Sesame seeds', 'Sulfur dioxide and sulphites', 'Shell', 'Clams']"", 'Additional_information': ""['Spicy']""}"
1184,"<s>[INST]As a restaurant menu manager, your role is to gather below informations based on input  (Name of the dish).
    generate the output ### Input data:Polpette di cavolfiore ### Output:{'ingredients': ""['Cavolfiore', 'Patate', 'Uova', 'Grana Padano DOP', 'Timo', 'Sale fino', 'Pepe nero', 'Pangrattato', 'Uova', 'Olio di semi di arachide', 'Panna acida', 'Erba cipollina']"", 'description': '""Polpette di cavolfiore"" are delicious, rounded cheese and vegetable balls primarily made from cauliflower and potatoes, bound with eggs, and enriched with Grana Padano DOP cheese, flavored with thyme, and coated with breadcrumbs. They are typically cooked in a frying pan with arachide oil and served with a side of sour cream and chives.', 'allergen': ""['Egg', 'Sesame seeds']"", 'Additional_information': ""['Gluten free', 'Vegetarian']""}"
1185,"<s>[INST]As a restaurant menu manager, your role is to gather below informations based on input  (Name of the dish).
    generate the output ### Input data:Flan di topinambur ### Output:{'ingredients': '[\'Topinambur\', \'Patate\', \'Uova\', \'Aglio\', \'Rosmarino\', \'Acqua\', \'Sale fino\', \'Pepe nero\', \'Erba cipollina\', ""Olio extravergine d\'oliva""]', 'description': '""Flan di Topinambur"" is a dish made from sunchoke (topinambur), potatoes, eggs, garlic, rosemary, water, fine salt, black pepper, chives, and extra virgin olive oil.', 'allergen': ""['Egg', 'Sulfur dioxide and sulphites']"", 'Additional_information': ""['Gluten free', 'Vegetarian']""}"
1186,"<s>[INST]As a restaurant menu manager, your role is to gather below informations based on input  (Name of the dish).
    generate the output ### Input data:Amor Polenta ### Output:{'ingredients': ""['Uova', 'Tuorli', 'Zucchero', 'Sale fino', 'Baccello di vaniglia', 'Scorza di limone', 'Farina di mandorle', 'Farina 00', 'Lievito in polvere per dolci', 'Farina di mais fioretto', 'Burro', 'Burro', 'Farina di mandorle']"", 'description': '""Amor Polenta"" is a delightful dish featuring a harmonious combination of eggs, sugar, and fine salt, delicately infused with the aroma of vanilla beans and lemon zest. The dish is further enriched with almond meal and two types of flour, one of them being the distinctive fine cornmeal. Leavening agents are added to create a light and fluffy texture, while butter is used to enhance the richness and flavor. All these elements come together to create a delectable and enjoyable dish that is sure to impress.', 'allergen': ""['Cereals', 'Crustaceans', 'Egg', 'Fish', 'Peanuts', 'SOYBEAN', 'Latte', 'Nuts', 'Celery', 'Mustard', 'Sesame seeds', 'Sulfur dioxide and sulphites', 'Shell', 'Clams']"", 'Additional_information': ""['Gluten free', 'Vegetarian']""}"
1187,"<s>[INST]As a restaurant menu manager, your role is to gather below informations based on input  (Name of the dish).
    generate the output ### Input data:Crema pasticcera al cioccolato bianco ### Output:{'ingredients': ""['Latte intero', 'Tuorli', 'Cioccolato bianco', 'Farina 00', 'Zucchero', 'Latte condensato', 'Farina 00', 'Latte', 'Cioccolato bianco']"", 'description': '""Crema pasticcera al cioccolato bianco"" is a delightful dessert cream made with rich whole milk, creamy white chocolate, and velvety egg yolks. It also features a blend of fine flour and sweetened condensed milk, all mixed together to create a silky smooth texture. A touch of white chocolate is added for an added depth of flavor, making this dessert a truly indulgent experience.', 'allergen': ""['Cereals', 'Egg', 'Latte']"", 'Additional_information': ""['Gluten free', 'Vegetarian']""}"
1188,"<s>[INST]As a restaurant menu manager, your role is to gather below informations based on input  (Name of the dish).
    generate the output ### Input data:Ciambella all'arancia ### Output:{'ingredients': '[\'Farina 00\', \'Zucchero\', \'Burro\', ""Succo d\'arancia"", ""Scorza d\'arancia"", \'Uova\', \'Lievito in polvere per dolci\', \'Zucchero a velo\']', 'description': '""Ciambella all\'arancia"" is a traditional Italian orange-flavored sweet treat. It is a ring-shaped cake made using \'Farina 00\' (a finely ground Italian flour), sugar, butter, orange juice, grated orange zest, eggs, and powdered sugar.', 'allergen': ""['Cereals', 'Egg', 'Latte', 'Nuts']"", 'Additional_information': ""['Vegetarian']""}"
1189,"<s>[INST]As a restaurant menu manager, your role is to gather below informations based on input  (Name of the dish).
    generate the output ### Input data:Biscotti due ingredienti ### Output:{'ingredients': ""['Banane', 'Muesli', 'Gocce di cioccolato fondente']"", 'description': 'This dish, named ""Biscotti due ingredienti"" (meaning ""Two-ingredient Biscuits"" in English), is a delightful and simple creation that utilizes just a few key ingredients. The biscuits are made using ripe bananas and crunchy muesli, combining for a sweet and texturally diverse treat. Adding a touch of luxury are drops of dark chocolate, providing a delightful contrast in both flavor and texture. Overall, this dish offers a harmonious blend of flavors and ingredients, resulting in a delicious and uncomplicated biscuit that is sure to satisfy.', 'allergen': ""['Cereals', 'SOYBEAN', 'Nuts']"", 'Additional_information': ""['Vegetarian']""}"
1190,"<s>[INST]As a restaurant menu manager, your role is to gather below informations based on input  (Name of the dish).
    generate the output ### Input data:Torta carote e yogurt ### Output:{'ingredients': ""['Carote', 'Uova', 'Zucchero', 'Baccello di vaniglia', 'Farina 00', 'Farina di mandorle', 'Lievito in polvere per dolci', 'Sale fino', 'Yogurt bianco naturale', 'Yogurt greco', 'Zucchero', 'Zenzero fresco']"", 'description': 'The dish ""Torta carote e yogurt"" is a cake that features carrots and yogurt as the main ingredients. It is made with a combination of eggs, sugar, and the seeds of a vanilla bean, along with two types of flour - fine ""00"" flour and almond flour. Leavening is provided by powdered baking sweet dough leavening, and a touch of salt is added to balance the flavors. The recipe also includes fresh ginger and two types of yogurt - plain white yogurt and Greek yogurt.', 'allergen': ""['Cereals', 'Crustaceans', 'Egg', 'Fish', 'Peanuts', 'SOYBEAN', 'Latte', 'Nuts', 'Celery', 'Mustard', 'Sesame seeds', 'Sulfur dioxide and sulphites', 'Shell', 'Clams']"", 'Additional_information': ""['Vegetarian']""}"
1191,"<s>[INST]As a restaurant menu manager, your role is to gather below informations based on input  (Name of the dish).
    generate the output ### Input data:Crema al pistacchio ### Output:{'ingredients': ""['Latte intero', 'Tuorli', 'Zucchero', 'Amido di mais (maizena)', 'Sale fino', 'Pasta di pistacchi']"", 'description': '""Crema al pistacchio"" is a rich and creamy dessert or sauce, typically made with fresh whole milk, egg yolks, sugar, cornstarch, and a touch of fine salt. The distinctive green color and distinct pistachio flavor come from the addition of high-quality pistachio paste.', 'allergen': ""['Cereals', 'Crustaceans', 'Egg', 'Fish', 'Peanuts', 'SOYBEAN', 'Latte', 'Nuts', 'Celery', 'Mustard', 'Sesame seeds', 'Sulfur dioxide and sulphites', 'Shell', 'Clams']"", 'Additional_information': ""['Gluten free', 'Vegetarian']""}"
1192,"<s>[INST]As a restaurant menu manager, your role is to gather below informations based on input  (Name of the dish).
    generate the output ### Input data:Pasta alla monzese ### Output:{'ingredients': ""['Penne Rigate', 'Luganega', 'Panna fresca liquida', 'Zafferano in pistilli', 'Parmigiano Reggiano DOP', 'Sale fino', 'Pepe nero']"", 'description': '""Pasta alla monzese"" is a dish made with penne rigate pasta and luganega sausage, combined with liquid fresh cream and saffron threads. It also features grated Parmigiano Reggiano cheese, finished with fine salt and freshly ground black pepper.', 'allergen': ""['Cereals']"", 'Additional_information': '[]'}"
1193,"<s>[INST]As a restaurant menu manager, your role is to gather below informations based on input  (Name of the dish).
    generate the output ### Input data:Cardi gratinati ### Output:{'ingredients': ""['Cardi', 'Grana Padano DOP', 'Burro', 'Pangrattato', 'Sale fino', 'Succo di limone', 'Latte intero', 'Burro', 'Farina 00', 'Noce moscata', 'Pepe nero', 'Sale fino']"", 'description': '""Cardi Gratinati"" is a delightful dish made from cardi, a type of Italian vegetables, mixed with a savory combination of Grana Padano DOP cheese, butter, breadcrumbs, and a hint of lemon juice. The dish is baked to perfection, resulting in a golden-brown, crispy top layer that adds a satisfying crunch to each bite. The combination of flavors and textures makes this dish a comforting and indulgent treat.', 'allergen': ""['Cereals', 'Crustaceans', 'Egg', 'Fish', 'Peanuts', 'SOYBEAN', 'Latte', 'Nuts', 'Celery', 'Mustard', 'Sesame seeds', 'Sulfur dioxide and sulphites', 'Shell', 'Clams']"", 'Additional_information': ""['Vegetarian']""}"
1194,"<s>[INST]As a restaurant menu manager, your role is to gather below informations based on input  (Name of the dish).
    generate the output ### Input data:Torta con cioccolato al latte ### Output:{'ingredients': ""['Uova', 'Zucchero', 'Cioccolato al latte', 'Burro', 'Lievito in polvere per dolci', 'Farina 00', 'Fecola di patate', 'Burro']"", 'description': 'The Italian dessert, Torta con cioccolato al latte, is a rich chocolate cake made with eggs, sugar, milk chocolate, butter, baking powder, all-purpose flour, and potato starch.', 'allergen': ""['Cereals', 'Crustaceans', 'Egg', 'Fish', 'Peanuts', 'SOYBEAN', 'Latte', 'Nuts', 'Celery', 'Mustard', 'Sesame seeds', 'Sulfur dioxide and sulphites', 'Shell', 'Clams']"", 'Additional_information': ""['Vegetarian']""}"
1195,"<s>[INST]As a restaurant menu manager, your role is to gather below informations based on input  (Name of the dish).
    generate the output ### Input data:Salsa alla vaniglia ### Output:{'ingredients': ""['Panna fresca liquida', 'Latte intero', 'Zucchero', 'Tuorli', 'Baccello di vaniglia']"", 'description': '""Salsa alla vaniglia"" is a creamy and sweet sauce, that commonly incorporates fresh liquid cream, whole milk, sugar, egg yolks, and the seeds from a vanilla bean. The result is a rich and flavorful sauce, often used to enhance the taste of desserts and pastries. The unique touch of the vanilla bean provides a distinct and fragrant note, making this sauce a delightful addition to any dish.', 'allergen': ""['Cereals', 'Crustaceans', 'Egg', 'Fish', 'Peanuts', 'SOYBEAN', 'Latte', 'Nuts', 'Celery', 'Mustard', 'Sesame seeds', 'Sulfur dioxide and sulphites', 'Shell', 'Clams']"", 'Additional_information': ""['Gluten free', 'Vegetarian']""}"
1196,"<s>[INST]As a restaurant menu manager, your role is to gather below informations based on input  (Name of the dish).
    generate the output ### Input data:Marshmallow ### Output:{'ingredients': ""['Acqua', 'Gelatina in fogli', 'Acqua', 'Zucchero', 'Glucosio', 'Albumi', 'Amido di mais (maizena)', 'Zucchero a velo']"", 'description': 'A marshmallow is a light and fluffy confection, typically made by whipping together gelatin, water, sugar, and cornstarch to create a soft and airy mixture. Egg whites and cornstarch are often used to enhance the texture and stability of the final product, while powdered sugar is commonly used for coating the outside of the marshmallows to give them a sweet and smooth finish.', 'allergen': ""['Egg']"", 'Additional_information': ""['Vegan', 'Gluten free', 'Vegetarian']""}"
1197,"<s>[INST]As a restaurant menu manager, your role is to gather below informations based on input  (Name of the dish).
    generate the output ### Input data:Lasagne alle zucchine ### Output:{'ingredients': '[\'Farina 00\', \'Uova\', \'Latte intero\', \'Farina 00\', \'Burro\', \'Noce moscata\', \'Sale fino\', \'Zucchine\', \'Grana Padano DOP\', ""Olio extravergine d\'oliva"", \'Basilico\', \'Sale fino\', \'Pepe nero\']', 'description': 'Lasagne alle zucchine is a dish made using a combination of fine flour, eggs, and whole milk for the pasta dough, layered with a sauce made from zucchini, Grana Padano DOP cheese, and olive oil, seasoned with nutmeg, salt, and black pepper, and finished with fresh basil.', 'allergen': ""['Cereals', 'Egg', 'Latte']"", 'Additional_information': ""['Vegetarian']""}"
1198,"<s>[INST]As a restaurant menu manager, your role is to gather below informations based on input  (Name of the dish).
    generate the output ### Input data:Rigatoni con pesto di pomodori secchi ### Output:{'ingredients': '[\'Rigatoni\', ""Pomodori secchi sott\'olio"", \'Pinoli\', \'Mandorle pelate\', \'Basilico\']', 'description': 'This dish is a pasta dish made with rigatoni pasta and a pesto sauce featuring sun-dried tomatoes packed in oil, pine nuts, and fresh basil. The use of almonds adds an extra layer of flavor and texture to the pesto.', 'allergen': ""['Cereals', 'Nuts', 'Sesame seeds']"", 'Additional_information': ""['Vegetarian']""}"
1199,"<s>[INST]As a restaurant menu manager, your role is to gather below informations based on input  (Name of the dish).
    generate the output ### Input data:Spezzatino alla Guinness ### Output:{'ingredients': '[\'Manzo\', \'Birra Guinness\', \'Timo\', \'Sale fino\', \'Pepe nero\', \'Paprika\', \'Carote\', \'Farina 00\', \'Concentrato di pomodoro\', \'Cipolle dorate\', ""Olio extravergine d\'oliva"", \'Prezzemolo\', \'Aglio\', \'Patate\', \'Sale fino\']', 'description': 'Spezzatino alla Guinness is a flavorful dish made with tender beef slow-cooked in Guinness beer, aromatic thyme, and a blend of fine salt, black pepper, and paprika. The dish is enhanced with the addition of fresh carrots, onions, garlic, potatoes, and a hint of tomato concentrate, all simmered in olive oil and garnished with chopped parsley.', 'allergen': ""['Cereals', 'Crustaceans', 'Egg', 'Fish', 'Peanuts', 'SOYBEAN', 'Latte', 'Nuts', 'Celery', 'Mustard', 'Sesame seeds', 'Sulfur dioxide and sulphites', 'Shell', 'Clams']"", 'Additional_information': ""['Vegan', 'Vegetarian']""}"
1200,"<s>[INST]As a restaurant menu manager, your role is to gather below informations based on input  (Name of the dish).
    generate the output ### Input data:Filetto di manzo in crosta ### Output:{'ingredients': '[\'Filetto di manzo\', \'Burro\', ""Olio extravergine d\'oliva"", \'Aglio\', \'Salvia\', \'Rosmarino\', \'Sale fino\', \'Pepe nero\', \'Olive nere Greche\', \'Pistacchi\', \'Grana Padano DOP\', \'Cipolle rosse\', \'Vino rosso\', \'Senape di Digione\']', 'description': '""Filetto di manzo in crosta"" is a dish that features a succulent filet mignon, seasoned with garlic, sage, rosemary, salt, and pepper. The filet is then encrusted with a mixture of black olives, pistachios, and grana padano DOP cheese, and served with caramelized red onions. The dish is sautéed in a combination of butter and extra virgin olive oil, and deglazed with a splash of robust red wine and a touch of dijon mustard, adding depth and richness to the sauce.', 'allergen': ""['Cereals', 'Crustaceans', 'Egg', 'Fish', 'Peanuts', 'SOYBEAN', 'Latte', 'Nuts', 'Celery', 'Mustard', 'Sesame seeds', 'Sulfur dioxide and sulphites', 'Shell', 'Clams']"", 'Additional_information': ""['Gluten free']""}"
1201,"<s>[INST]As a restaurant menu manager, your role is to gather below informations based on input  (Name of the dish).
    generate the output ### Input data:Anelli di calamari e patate ### Output:{'ingredients': '[\'Calamari\', \'Patate\', \'Aglio\', \'Pomodori datterini pelati\', \'Vino rosso\', \'Origano\', \'Salvia\', \'Sale fino\', \'Pepe nero\', ""Olio extravergine d\'oliva""]', 'description': 'This dish, ""Anelli di calamari e patate,"" features calamari and potatoes in a savory sauce made from garlic, datterini tomatoes, red wine, oregano, sage, fine salt, black pepper, and extra virgin olive oil.', 'allergen': ""['Fish', 'Shell']"", 'Additional_information': ""['Spicy', 'Vegan', 'Gluten free', 'Vegetarian']""}"
1202,"<s>[INST]As a restaurant menu manager, your role is to gather below informations based on input  (Name of the dish).
    generate the output ### Input data:Gatti di Santa Lucia (Lussekatter) ### Output:{'ingredients': ""['Farina 00', 'Burro', 'Uova', 'Zucchero', 'Lievito di birra fresco', 'Latte intero', 'Zafferano', 'Sale fino', 'Uvetta']"", 'description': '""Gatti di Santa Lucia, also known as Lussekatter, is a traditional Swedish pastry made with Farina 00, butter, eggs, sugar, fresh yeast, whole milk, saffron, fine salt, and raisins. These sweet, saffron-infused treats are often shaped into curled cats or S-shapes and are a staple during Saint Lucy\'s Day celebrations.""', 'allergen': ""['Cereals', 'Egg', 'Latte', 'Sulfur dioxide and sulphites']"", 'Additional_information': ""['Vegetarian']""}"
1203,"<s>[INST]As a restaurant menu manager, your role is to gather below informations based on input  (Name of the dish).
    generate the output ### Input data:Zuppa autunnale ### Output:{'ingredients': '[\'Zucca\', \'Fagioli borlotti\', \'Porri\', \'Cavolo nero\', \'Brodo vegetale\', \'Rosmarino\', \'Alloro\', ""Olio extravergine d\'oliva"", \'Sale fino\', \'Pepe nero\', \'Pane\', ""Olio extravergine d\'oliva"", \'Rosmarino\', \'Gherigli di noci\', \'Sale fino\']', 'description': '""Zuppa autunnale"" is a hearty Italian autumn soup made with pumpkin, borlotti beans, leeks, black kale, and vegetable broth, seasoned with rosemary, bay leaves, olive oil, salt, and pepper, and garnished with toasted bread, rosemary, and chopped walnuts.', 'allergen': ""['Nuts']"", 'Additional_information': ""['Gluten free', 'Vegetarian']""}"
1204,"<s>[INST]As a restaurant menu manager, your role is to gather below informations based on input  (Name of the dish).
    generate the output ### Input data:Coni di bresaola e formaggio ### Output:{'ingredients': ""['Bresaola', 'Formaggio fresco spalmabile', 'Erba cipollina', 'Pepe bianco', 'Rucola']"", 'description': 'A delectable dish named ""Coni di Bresaola e Formaggio"" features crisp, rolled slices of Bresaola, filled with a spreading of fresh cheese and a sprinkle of scallions, pepper, and arugula.', 'allergen': ""['Cereals', 'Crustaceans', 'Egg', 'Fish', 'Peanuts', 'SOYBEAN', 'Latte', 'Nuts', 'Celery', 'Mustard', 'Sesame seeds', 'Sulfur dioxide and sulphites', 'Shell', 'Clams']"", 'Additional_information': ""['Gluten free', 'Vegetarian']""}"
1205,"<s>[INST]As a restaurant menu manager, your role is to gather below informations based on input  (Name of the dish).
    generate the output ### Input data:Torta al cocco e Nutella ### Output:{'ingredients': ""['Nutella', 'Farina 00', 'Zucchero', 'Burro', 'Cocco disidratato', 'Latte intero', 'Uova', 'Lievito in polvere per dolci', 'Bicarbonato', 'Sale fino', 'Chicchi di caffè', 'Cocco', 'Cocco disidratato']"", 'description': 'The Italian dessert, ""Torta al cocco e Nutella,"" is a rich, decadent cake that features a heavenly combination of Nutella and coconut. The cake is made with fine flour, sugar, butter, dried coconut, whole milk, eggs, baking powder, baking soda, salt, and a hint of coffee, which enhances the overall flavor profile. The cake is then topped with a generous layer of Nutella and garnished with shredded coconut and toasted coconut chips, making it a true delight for coconut and Nutella lovers alike.', 'allergen': ""['Egg', 'Peanuts', 'SOYBEAN', 'Latte', 'Nuts']"", 'Additional_information': ""['Gluten free', 'Vegetarian']""}"
1206,"<s>[INST]As a restaurant menu manager, your role is to gather below informations based on input  (Name of the dish).
    generate the output ### Input data:Charlotte (semifreddo) al torrone ### Output:{'ingredients': ""['Torrone', 'Savoiardi', 'Latte intero', 'Panna fresca liquida', 'Mascarpone', 'Baccello di vaniglia', 'Zucchero', 'Gelatina in fogli', 'Cioccolato fondente', 'Latte intero', 'Burro', 'Latte intero']"", 'description': '""Charlotte semifreddo"" is a dessert that features ""Torrone"" and ""Savoiardi"" ingredients. It is a chilled, semi-frozen treat that has a light and airy texture. The dish is made using heavy cream, mascarpone, and whole milk, which contribute to its rich and creamy consistency. A hint of vanilla flavor is added to enhance its taste. The use of gelatin gives it a delicate and slightly chewy texture. Dark chocolate is another key ingredient that adds a touch of luxury and a rich, decadent flavor. A small amount of butter is also used in the preparation. Overall, this dessert is a delightful combination of flavors and textures that is sure to satisfy anyone with a sweet tooth.', 'allergen': ""['Egg', 'Latte', 'Nuts']"", 'Additional_information': ""['Gluten free']""}"
1207,"<s>[INST]As a restaurant menu manager, your role is to gather below informations based on input  (Name of the dish).
    generate the output ### Input data:Risotto con Castelmagno e nocciole ### Output:{'ingredients': '[\'Riso Carnaroli\', \'Brodo vegetale\', \'Nocciole intere spellate\', \'Cipolle bianche\', ""Olio extravergine d\'oliva"", \'Burro\', \'Pepe bianco\', \'Sale fino\', \'Castelmagno\', \'Castelmagno\']', 'description': 'A traditional Italian dish, Risotto con Castelmagno e nocciole, is made with Carnaroli rice cooked in vegetable broth and combined with whole skinless hazelnuts, sautéed white onions, extra virgin olive oil, butter, and freshly ground white pepper. The pièce de résistance is the Castelmagno cheese, added at the end for a rich and creamy finish.', 'allergen': ""['Cereals', 'Latte', 'Nuts']"", 'Additional_information': ""['Vegetarian']""}"
1208,"<s>[INST]As a restaurant menu manager, your role is to gather below informations based on input  (Name of the dish).
    generate the output ### Input data:Vellutata di asparagi e patate con crostini ### Output:{'ingredients': '[\'Asparagi\', \'Patate\', \'Brodo vegetale\', \'Panna fresca liquida\', \'Vino bianco\', \'Burro\', ""Olio extravergine d\'oliva"", \'Erba cipollina\', \'Scalogno\', \'Sale fino\', \'Pepe nero\', \'Pancarrè\']', 'description': 'This dish, named ""Vellutata di asparagi e patate con crostini,"" is a creamy soup made with fresh asparagus and potatoes, simmered in vegetable broth and enhanced with white wine and cream. It\'s finished with a touch of butter, extra virgin olive oil, and scallions. The soup is served with crispy garlic croutons on the side.', 'allergen': ""['Cereals', 'Crustaceans', 'Egg', 'Fish', 'Peanuts', 'SOYBEAN', 'Latte', 'Nuts', 'Celery', 'Mustard', 'Sesame seeds', 'Sulfur dioxide and sulphites', 'Shell', 'Clams']"", 'Additional_information': ""['Gluten free', 'Vegetarian']""}"
1209,"<s>[INST]As a restaurant menu manager, your role is to gather below informations based on input  (Name of the dish).
    generate the output ### Input data:Pancake al cacao ### Output:{'ingredients': ""['Latte intero', 'Farina 00', 'Burro', 'Cacao amaro in polvere', 'Zucchero', 'Uova', 'Lievito in polvere per dolci', 'Sciroppo di acero']"", 'description': '""Pancake al Cacao"" is a delightful dish made from rich whole milk, finely milled flour, smooth butter, bitter cocoa powder, granulated sugar, fresh eggs, and enhanced with baking powder for a light and fluffy texture. A touch of maple syrup adds a pleasant sweetness to this indulgent treat.', 'allergen': ""['Latte']"", 'Additional_information': ""['Spicy', 'Vegan', 'Vegetarian']""}"
1210,"<s>[INST]As a restaurant menu manager, your role is to gather below informations based on input  (Name of the dish).
    generate the output ### Input data:Melanzane ripiene di riso con cuore filante ### Output:{'ingredients': '[\'Melanzane\', \'Riso Carnaroli\', \'Vino bianco\', \'Scalogno\', ""Olio extravergine d\'oliva"", \'Passata di pomodoro\', \'Sale grosso\', \'Brodo vegetale\', \'Parmigiano Reggiano DOP\', \'Scamorza (provola)\', \'Basilico\', \'Sale fino\', \'Pepe nero\', \'Olio di semi di arachide\']', 'description': 'Stuffed eggplants with Carnaroli rice in a white wine and tomato sauce, topped with melted scamorza cheese and garnished with basil.', 'allergen': ""['Egg', 'SOYBEAN', 'Latte', 'Sesame seeds', 'Sulfur dioxide and sulphites']"", 'Additional_information': ""['Vegetarian']""}"
1211,"<s>[INST]As a restaurant menu manager, your role is to gather below informations based on input  (Name of the dish).
    generate the output ### Input data:Carpaccio di spada affumicato con insalata di mele e rucola ### Output:{'ingredients': '[\'Pesce spada affumicato\', \'Rucola\', \'Mele Granny Smith\', \'Erba cipollina\', ""Olio extravergine d\'oliva"", \'Sale fino\', \'Pepe nero\', \'Yogurt greco\', \'Senape\', \'Succo di limone\', ""Olio extravergine d\'oliva"", \'Aglio\', \'Sale fino\', \'Pepe nero\']', 'description': '""Carpaccio di spada affumicato con insalata di mele e rucola"" is a dish made with thinly sliced smoked swordfish, combined with a salad of peppery arugula and tart Granny Smith apples. It is seasoned with fine salt, freshly ground black pepper, and a dressing of extra virgin olive oil, lemon juice, garlic, and a touch of mustard, with a sprinkle of chopped chives for added freshness.', 'allergen': ""['Fish', 'Latte', 'Mustard']"", 'Additional_information': ""['Gluten free']""}"
