,Text
551,"<s>[INST] As an advertising manager, your task is to generate campaign descriptions based on the provided Goal [Ideal customer,Offsite Age,The Newlyweds,The Anniversaries,The Vegan, The Vegetarian,The Single,The Graduating Student,The Saver,The Couples,Commuters,The Tourist] and buyer's persona's . 
Craft four descriptions tailored specifically for restaurants based on the provided goal and buyers persona. Incorporate hashtags, emojis, and persuasive call-to-action to drive engagement and conversions..
Your role is to provide three descriptions based on the campaign Name & Interest in a dictionary. 
 ### Input data:{'category': 'The tourist', 'Personas': {'Age': '18-65', 'Behaviors': 'tourist'}} ### Output:Il Canguro è un ottimo ristorante dove poter mangiare delle eccezionali prelibatezze.💜
Il nostro personale altamente qualificato vi accoglie con entusiasmo e siamo orgogliosi dei nostri piatti preparati con cura, costantement💛"
552,"<s>[INST] As an advertising manager, your task is to generate campaign descriptions based on the provided Goal [Ideal customer,Offsite Age,The Newlyweds,The Anniversaries,The Vegan, The Vegetarian,The Single,The Graduating Student,The Saver,The Couples,Commuters,The Tourist] and buyer's persona's . 
Craft four descriptions tailored specifically for restaurants based on the provided goal and buyers persona. Incorporate hashtags, emojis, and persuasive call-to-action to drive engagement and conversions..
Your role is to provide three descriptions based on the campaign Name & Interest in a dictionary. 
 ### Input data:{'category': 'Commuters', 'Personas': {'Age': '18-65', 'Behaviors': 'Commuters'}} ### Output:Vieni a trovarci nel nostro ristorante Il Canguro per mangiare ottimi piatti!"
553,"<s>[INST] As an advertising manager, your task is to generate campaign descriptions based on the provided Goal [Ideal customer,Offsite Age,The Newlyweds,The Anniversaries,The Vegan, The Vegetarian,The Single,The Graduating Student,The Saver,The Couples,Commuters,The Tourist] and buyer's persona's . 
Craft four descriptions tailored specifically for restaurants based on the provided goal and buyers persona. Incorporate hashtags, emojis, and persuasive call-to-action to drive engagement and conversions..
Your role is to provide three descriptions based on the campaign Name & Interest in a dictionary. 
 ### Input data:{'category': 'Commuters', 'Personas': {'Age': '18-65', 'Behaviors': 'Commuters'}} ### Output:Vieni a trovarci nel nostro ristorante Il Canguro per mangiare ottimi piatti!"
554,"<s>[INST] As an advertising manager, your task is to generate campaign descriptions based on the provided Goal [Ideal customer,Offsite Age,The Newlyweds,The Anniversaries,The Vegan, The Vegetarian,The Single,The Graduating Student,The Saver,The Couples,Commuters,The Tourist] and buyer's persona's . 
Craft four descriptions tailored specifically for restaurants based on the provided goal and buyers persona. Incorporate hashtags, emojis, and persuasive call-to-action to drive engagement and conversions..
Your role is to provide three descriptions based on the campaign Name & Interest in a dictionary. 
 ### Input data:{'category': 'Ideal customer', 'Personas': {'Age': '18-65', 'Type': 'Other', 'FacebookInterests': ['Restaurants ,Quick casual restaurants ,Subway (ristorante)']}} ### Output:AiGoT SRL vi farà provare la tecnologia informatica migliore con richieste di servizio su misura.✨
Siamo specializzati nell'offerta di prodotti di qualità superiore e nel supporto tecnico 24 ore su 24.🌺
Offriamo servizi affidabili e veloci, come sviluppo software, attivazione di sistemi, installatione di reti e altro ancora.😇
Venite a trovarci, siamo qui per soddisfare tutte le vostre esigenze informatiche!💛
Siamo a Pisa in Via Oberdan 14
Vienici a trovare
👉 A pranzo tutti i giorni tranne il sabato e domenica"
555,"<s>[INST] As an advertising manager, your task is to generate campaign descriptions based on the provided Goal [Ideal customer,Offsite Age,The Newlyweds,The Anniversaries,The Vegan, The Vegetarian,The Single,The Graduating Student,The Saver,The Couples,Commuters,The Tourist] and buyer's persona's . 
Craft four descriptions tailored specifically for restaurants based on the provided goal and buyers persona. Incorporate hashtags, emojis, and persuasive call-to-action to drive engagement and conversions..
Your role is to provide three descriptions based on the campaign Name & Interest in a dictionary. 
 ### Input data:{'category': 'Commuters', 'Personas': {'Age': '18-65', 'Behaviors': 'Commuters'}} ### Output:AiGoT SRL vi farà provare la tecnologia informatica migliore con richieste di servizio su misura.✨
Siamo specializzati nell'offerta di prodotti di qualità superiore e nel supporto tecnico 24 ore su 24.🌺
Offriamo servizi affidabili e veloci, come sviluppo software, attivazione di sistemi, installatione di reti e altro ancora.😇
Venite a trovarci, siamo qui per soddisfare tutte le vostre esigenze informatiche!💛
Siamo a Pisa in Via Oberdan 14
Vienici a trovare
👉 A pranzo tutti i giorni tranne il sabato e domenica"
556,"<s>[INST] As an advertising manager, your task is to generate campaign descriptions based on the provided Goal [Ideal customer,Offsite Age,The Newlyweds,The Anniversaries,The Vegan, The Vegetarian,The Single,The Graduating Student,The Saver,The Couples,Commuters,The Tourist] and buyer's persona's . 
Craft four descriptions tailored specifically for restaurants based on the provided goal and buyers persona. Incorporate hashtags, emojis, and persuasive call-to-action to drive engagement and conversions..
Your role is to provide three descriptions based on the campaign Name & Interest in a dictionary. 
 ### Input data:{'category': 'The tourist', 'Personas': {'Age': '18-65', 'Behaviors': 'tourist'}} ### Output:AiGoT SRL vi farà provare la tecnologia informatica migliore con richieste di servizio su misura.✨
Siamo specializzati nell'offerta di prodotti di qualità superiore e nel supporto tecnico 24 ore su 24.🌺
Offriamo servizi affidabili e veloci, come sviluppo software, attivazione di sistemi, installatione di reti e altro ancora.😇
Venite a trovarci, siamo qui per soddisfare tutte le vostre esigenze informatiche!💛
Siamo a Pisa in Via Oberdan 14
Vienici a trovare
👉 A pranzo tutti i giorni tranne il sabato e domenica"
557,"<s>[INST] As an advertising manager, your task is to generate campaign descriptions based on the provided Goal [Ideal customer,Offsite Age,The Newlyweds,The Anniversaries,The Vegan, The Vegetarian,The Single,The Graduating Student,The Saver,The Couples,Commuters,The Tourist] and buyer's persona's . 
Craft four descriptions tailored specifically for restaurants based on the provided goal and buyers persona. Incorporate hashtags, emojis, and persuasive call-to-action to drive engagement and conversions..
Your role is to provide three descriptions based on the campaign Name & Interest in a dictionary. 
 ### Input data:{'category': 'Ideal customer', 'Personas': {'Age': '18-65', 'Type': 'Other', 'FacebookInterests': ['Restaurants ,Quick casual restaurants ,Subway (ristorante)']}} ### Output:Sfida la tua azienda informatica con aiGoT SRL!💜
Dal 1990, siamo al tuo fianco per offriti la migliore soluzione informatica.💖
Per progetti di qualsiasi dimensione, offriamo servizi di consulenza tecnica e professionale, hardware, software, sviluppo web, assistenza tecnica e molto altro.💙
Affidati alle competenze dei nostri esperti e rivolgiti a aiGoT SRL per soluzioni in ambito informatico.🌸
#GoToaiGoT #ComputerSolution😻
Siamo a Pisa in Via Oberdan 14
Vienici a trovare
👉 A pranzo tutti i giorni tranne il sabato e domenica"
558,"<s>[INST] As an advertising manager, your task is to generate campaign descriptions based on the provided Goal [Ideal customer,Offsite Age,The Newlyweds,The Anniversaries,The Vegan, The Vegetarian,The Single,The Graduating Student,The Saver,The Couples,Commuters,The Tourist] and buyer's persona's . 
Craft four descriptions tailored specifically for restaurants based on the provided goal and buyers persona. Incorporate hashtags, emojis, and persuasive call-to-action to drive engagement and conversions..
Your role is to provide three descriptions based on the campaign Name & Interest in a dictionary. 
 ### Input data:{'category': 'Commuters', 'Personas': {'Age': '18-65', 'Behaviors': 'Commuters'}} ### Output:Sfida la tua azienda informatica con aiGoT SRL!💜
Dal 1990, siamo al tuo fianco per offriti la migliore soluzione informatica.💖
Per progetti di qualsiasi dimensione, offriamo servizi di consulenza tecnica e professionale, hardware, software, sviluppo web, assistenza tecnica e molto altro.💙
Affidati alle competenze dei nostri esperti e rivolgiti a aiGoT SRL per soluzioni in ambito informatico.🌸
#GoToaiGoT #ComputerSolution😻
Siamo a Pisa in Via Oberdan 14
Vienici a trovare
👉 A pranzo tutti i giorni tranne il sabato e domenica"
559,"<s>[INST] As an advertising manager, your task is to generate campaign descriptions based on the provided Goal [Ideal customer,Offsite Age,The Newlyweds,The Anniversaries,The Vegan, The Vegetarian,The Single,The Graduating Student,The Saver,The Couples,Commuters,The Tourist] and buyer's persona's . 
Craft four descriptions tailored specifically for restaurants based on the provided goal and buyers persona. Incorporate hashtags, emojis, and persuasive call-to-action to drive engagement and conversions..
Your role is to provide three descriptions based on the campaign Name & Interest in a dictionary. 
 ### Input data:{'category': 'Ideal customer', 'Personas': {'Age': '18-65', 'Type': 'Other', 'FacebookInterests': ['Restaurants ,Quick casual restaurants ,Subway (ristorante)']}} ### Output:Sfida la tua azienda informatica con aiGoT SRL!💜
Dal 1990, siamo al tuo fianco per offriti la migliore soluzione informatica.💖
Per progetti di qualsiasi dimensione, offriamo servizi di consulenza tecnica e professionale, hardware, software, sviluppo web, assistenza tecnica e molto altro.💙
Affidati alle competenze dei nostri esperti e rivolgiti a aiGoT SRL per soluzioni in ambito informatico.🌸
#GoToaiGoT #ComputerSolution😻
Siamo a Pisa in Via Oberdan 14
Vienici a trovare
👉 A pranzo tutti i giorni tranne il sabato e domenica"
560,"<s>[INST] As an advertising manager, your task is to generate campaign descriptions based on the provided Goal [Ideal customer,Offsite Age,The Newlyweds,The Anniversaries,The Vegan, The Vegetarian,The Single,The Graduating Student,The Saver,The Couples,Commuters,The Tourist] and buyer's persona's . 
Craft four descriptions tailored specifically for restaurants based on the provided goal and buyers persona. Incorporate hashtags, emojis, and persuasive call-to-action to drive engagement and conversions..
Your role is to provide three descriptions based on the campaign Name & Interest in a dictionary. 
 ### Input data:{'category': 'Commuters', 'Personas': {'Age': '18-65', 'Behaviors': 'Commuters'}} ### Output:Sfida la tua azienda informatica con aiGoT SRL!💜
Dal 1990, siamo al tuo fianco per offriti la migliore soluzione informatica.💖
Per progetti di qualsiasi dimensione, offriamo servizi di consulenza tecnica e professionale, hardware, software, sviluppo web, assistenza tecnica e molto altro.💙
Affidati alle competenze dei nostri esperti e rivolgiti a aiGoT SRL per soluzioni in ambito informatico.🌸
#GoToaiGoT #ComputerSolution😻
Siamo a Pisa in Via Oberdan 14
Vienici a trovare
👉 A pranzo tutti i giorni tranne il sabato e domenica"
561,"<s>[INST] As an advertising manager, your task is to generate campaign descriptions based on the provided Goal [Ideal customer,Offsite Age,The Newlyweds,The Anniversaries,The Vegan, The Vegetarian,The Single,The Graduating Student,The Saver,The Couples,Commuters,The Tourist] and buyer's persona's . 
Craft four descriptions tailored specifically for restaurants based on the provided goal and buyers persona. Incorporate hashtags, emojis, and persuasive call-to-action to drive engagement and conversions..
Your role is to provide three descriptions based on the campaign Name & Interest in a dictionary. 
 ### Input data:{'category': 'Ideal customer', 'Personas': {'Age': '18-65', 'Type': 'Other', 'FacebookInterests': ['Restaurants ,Quick casual restaurants ,Subway (ristorante)']}} ### Output:Per realizzare i tuoi sogni di realizzare un business di successo sai di avere bisogno di un partner informatico in grado di supportare la tua attività.😻
Scegli la squadra giusta: iGoT SRL.💥
Siamo la migliore soluzione informatica per le tue necessità.✨
Offriamo servizi personalizzati e soluzioni innovative per aiutarti a crescere e realizzare successi duraturi.💞
Contattaci oggi e scopri cosa possiamo fare per te!🌺
#informatica #business #soluzioni #aiutarti #successi💖
Siamo a Pisa in Via Oberdan 14
Vienici a trovare
👉 A pranzo tutti i giorni tranne il sabato e domenica"
562,"<s>[INST] As an advertising manager, your task is to generate campaign descriptions based on the provided Goal [Ideal customer,Offsite Age,The Newlyweds,The Anniversaries,The Vegan, The Vegetarian,The Single,The Graduating Student,The Saver,The Couples,Commuters,The Tourist] and buyer's persona's . 
Craft four descriptions tailored specifically for restaurants based on the provided goal and buyers persona. Incorporate hashtags, emojis, and persuasive call-to-action to drive engagement and conversions..
Your role is to provide three descriptions based on the campaign Name & Interest in a dictionary. 
 ### Input data:{'category': 'Commuters', 'Personas': {'Age': '18-65', 'Behaviors': 'Commuters'}} ### Output:Per realizzare i tuoi sogni di realizzare un business di successo sai di avere bisogno di un partner informatico in grado di supportare la tua attività.😻
Scegli la squadra giusta: iGoT SRL.💥
Siamo la migliore soluzione informatica per le tue necessità.✨
Offriamo servizi personalizzati e soluzioni innovative per aiutarti a crescere e realizzare successi duraturi.💞
Contattaci oggi e scopri cosa possiamo fare per te!🌺
#informatica #business #soluzioni #aiutarti #successi💖
Siamo a Pisa in Via Oberdan 14
Vienici a trovare
👉 A pranzo tutti i giorni tranne il sabato e domenica"
563,"<s>[INST] As an advertising manager, your task is to generate campaign descriptions based on the provided Goal [Ideal customer,Offsite Age,The Newlyweds,The Anniversaries,The Vegan, The Vegetarian,The Single,The Graduating Student,The Saver,The Couples,Commuters,The Tourist] and buyer's persona's . 
Craft four descriptions tailored specifically for restaurants based on the provided goal and buyers persona. Incorporate hashtags, emojis, and persuasive call-to-action to drive engagement and conversions..
Your role is to provide three descriptions based on the campaign Name & Interest in a dictionary. 
 ### Input data:{'category': 'Ideal customer', 'Personas': {'Age': '18-65', 'Type': 'Other', 'FacebookInterests': ['Restaurants ,Quick casual restaurants ,Subway (ristorante)']}} ### Output:Per realizzare i tuoi sogni di realizzare un business di successo sai di avere bisogno di un partner informatico in grado di supportare la tua attività.😻
Scegli la squadra giusta: iGoT SRL.💥
Siamo la migliore soluzione informatica per le tue necessità.✨
Offriamo servizi personalizzati e soluzioni innovative per aiutarti a crescere e realizzare successi duraturi.💞
Contattaci oggi e scopri cosa possiamo fare per te!🌺
#informatica #business #soluzioni #aiutarti #successi💖
Siamo a Pisa in Via Oberdan 14
Vienici a trovare
👉 A pranzo tutti i giorni tranne il sabato e domenica"
564,"<s>[INST] As an advertising manager, your task is to generate campaign descriptions based on the provided Goal [Ideal customer,Offsite Age,The Newlyweds,The Anniversaries,The Vegan, The Vegetarian,The Single,The Graduating Student,The Saver,The Couples,Commuters,The Tourist] and buyer's persona's . 
Craft four descriptions tailored specifically for restaurants based on the provided goal and buyers persona. Incorporate hashtags, emojis, and persuasive call-to-action to drive engagement and conversions..
Your role is to provide three descriptions based on the campaign Name & Interest in a dictionary. 
 ### Input data:{'category': 'Commuters', 'Personas': {'Age': '18-65', 'Behaviors': 'Commuters'}} ### Output:Per realizzare i tuoi sogni di realizzare un business di successo sai di avere bisogno di un partner informatico in grado di supportare la tua attività.😻
Scegli la squadra giusta: iGoT SRL.💥
Siamo la migliore soluzione informatica per le tue necessità.✨
Offriamo servizi personalizzati e soluzioni innovative per aiutarti a crescere e realizzare successi duraturi.💞
Contattaci oggi e scopri cosa possiamo fare per te!🌺
#informatica #business #soluzioni #aiutarti #successi💖
Siamo a Pisa in Via Oberdan 14
Vienici a trovare
👉 A pranzo tutti i giorni tranne il sabato e domenica"
565,"<s>[INST] As an advertising manager, your task is to generate campaign descriptions based on the provided Goal [Ideal customer,Offsite Age,The Newlyweds,The Anniversaries,The Vegan, The Vegetarian,The Single,The Graduating Student,The Saver,The Couples,Commuters,The Tourist] and buyer's persona's . 
Craft four descriptions tailored specifically for restaurants based on the provided goal and buyers persona. Incorporate hashtags, emojis, and persuasive call-to-action to drive engagement and conversions..
Your role is to provide three descriptions based on the campaign Name & Interest in a dictionary. 
 ### Input data:{'category': 'Ideal customer', 'Personas': {'Age': '18-65', 'Type': 'Other', 'FacebookInterests': ['Restaurants ,Quick casual restaurants ,Subway (ristorante)']}} ### Output:Lasciate che iGoT SRL vi aiuti a semplificare la gestione del vostro business.🌸
Sviluppiamo software per aziende di tutte le dimensioni che semplificano i processi quotidiani.😎
Con tecnologia all'avanguardia, servizi di qualità mai vista e supporto eccezionale, vi aiutiamo a raggiungere i migliori risultati per il tuo business.💖
Incontra iGoT SRL, le tue soluzioni informatiche low cost.😇
Siamo a Pisa in Via Oberdan 14
Vienici a trovare
👉 A pranzo tutti i giorni tranne il sabato e domenica"
566,"<s>[INST] As an advertising manager, your task is to generate campaign descriptions based on the provided Goal [Ideal customer,Offsite Age,The Newlyweds,The Anniversaries,The Vegan, The Vegetarian,The Single,The Graduating Student,The Saver,The Couples,Commuters,The Tourist] and buyer's persona's . 
Craft four descriptions tailored specifically for restaurants based on the provided goal and buyers persona. Incorporate hashtags, emojis, and persuasive call-to-action to drive engagement and conversions..
Your role is to provide three descriptions based on the campaign Name & Interest in a dictionary. 
 ### Input data:{'category': 'Offsite', 'Personas': {'Age': '18-65', 'DemographicData': 'Far from family, far from the city of origin'}} ### Output:Lasciate che iGoT SRL vi aiuti a semplificare la gestione del vostro business.🌸
Sviluppiamo software per aziende di tutte le dimensioni che semplificano i processi quotidiani.😎
Con tecnologia all'avanguardia, servizi di qualità mai vista e supporto eccezionale, vi aiutiamo a raggiungere i migliori risultati per il tuo business.💖
Incontra iGoT SRL, le tue soluzioni informatiche low cost.😇
Siamo a Pisa in Via Oberdan 14
Vienici a trovare
👉 A pranzo tutti i giorni tranne il sabato e domenica"
567,"<s>[INST] As an advertising manager, your task is to generate campaign descriptions based on the provided Goal [Ideal customer,Offsite Age,The Newlyweds,The Anniversaries,The Vegan, The Vegetarian,The Single,The Graduating Student,The Saver,The Couples,Commuters,The Tourist] and buyer's persona's . 
Craft four descriptions tailored specifically for restaurants based on the provided goal and buyers persona. Incorporate hashtags, emojis, and persuasive call-to-action to drive engagement and conversions..
Your role is to provide three descriptions based on the campaign Name & Interest in a dictionary. 
 ### Input data:{'category': 'Commuters', 'Personas': {'Age': '18-65', 'Behaviors': 'Commuters'}} ### Output:Lasciate che iGoT SRL vi aiuti a semplificare la gestione del vostro business.🌸
Sviluppiamo software per aziende di tutte le dimensioni che semplificano i processi quotidiani.😎
Con tecnologia all'avanguardia, servizi di qualità mai vista e supporto eccezionale, vi aiutiamo a raggiungere i migliori risultati per il tuo business.💖
Incontra iGoT SRL, le tue soluzioni informatiche low cost.😇
Siamo a Pisa in Via Oberdan 14
Vienici a trovare
👉 A pranzo tutti i giorni tranne il sabato e domenica"
568,"<s>[INST] As an advertising manager, your task is to generate campaign descriptions based on the provided Goal [Ideal customer,Offsite Age,The Newlyweds,The Anniversaries,The Vegan, The Vegetarian,The Single,The Graduating Student,The Saver,The Couples,Commuters,The Tourist] and buyer's persona's . 
Craft four descriptions tailored specifically for restaurants based on the provided goal and buyers persona. Incorporate hashtags, emojis, and persuasive call-to-action to drive engagement and conversions..
Your role is to provide three descriptions based on the campaign Name & Interest in a dictionary. 
 ### Input data:{'category': 'Ideal customer', 'Personas': {'Age': '18-65', 'Type': 'Other', 'FacebookInterests': ['Restaurants ,Quick casual restaurants ,Subway (ristorante)']}} ### Output:Lasciate che iGoT SRL vi aiuti a semplificare la gestione del vostro business.🌸
Sviluppiamo software per aziende di tutte le dimensioni che semplificano i processi quotidiani.😎
Con tecnologia all'avanguardia, servizi di qualità mai vista e supporto eccezionale, vi aiutiamo a raggiungere i migliori risultati per il tuo business.💖
Incontra iGoT SRL, le tue soluzioni informatiche low cost.😇
Siamo a Pisa in Via Oberdan 14
Vienici a trovare
👉 A pranzo tutti i giorni tranne il sabato e domenica"
569,"<s>[INST] As an advertising manager, your task is to generate campaign descriptions based on the provided Goal [Ideal customer,Offsite Age,The Newlyweds,The Anniversaries,The Vegan, The Vegetarian,The Single,The Graduating Student,The Saver,The Couples,Commuters,The Tourist] and buyer's persona's . 
Craft four descriptions tailored specifically for restaurants based on the provided goal and buyers persona. Incorporate hashtags, emojis, and persuasive call-to-action to drive engagement and conversions..
Your role is to provide three descriptions based on the campaign Name & Interest in a dictionary. 
 ### Input data:{'category': 'Commuters', 'Personas': {'Age': '18-65', 'Behaviors': 'Commuters'}} ### Output:Lasciate che iGoT SRL vi aiuti a semplificare la gestione del vostro business.🌸
Sviluppiamo software per aziende di tutte le dimensioni che semplificano i processi quotidiani.😎
Con tecnologia all'avanguardia, servizi di qualità mai vista e supporto eccezionale, vi aiutiamo a raggiungere i migliori risultati per il tuo business.💖
Incontra iGoT SRL, le tue soluzioni informatiche low cost.😇
Siamo a Pisa in Via Oberdan 14
Vienici a trovare
👉 A pranzo tutti i giorni tranne il sabato e domenica"
570,"<s>[INST] As an advertising manager, your task is to generate campaign descriptions based on the provided Goal [Ideal customer,Offsite Age,The Newlyweds,The Anniversaries,The Vegan, The Vegetarian,The Single,The Graduating Student,The Saver,The Couples,Commuters,The Tourist] and buyer's persona's . 
Craft four descriptions tailored specifically for restaurants based on the provided goal and buyers persona. Incorporate hashtags, emojis, and persuasive call-to-action to drive engagement and conversions..
Your role is to provide three descriptions based on the campaign Name & Interest in a dictionary. 
 ### Input data:{'category': 'The tourist', 'Personas': {'Age': '18-65', 'Behaviors': 'tourist'}} ### Output:Lasciate che iGoT SRL vi aiuti a semplificare la gestione del vostro business.🌸
Sviluppiamo software per aziende di tutte le dimensioni che semplificano i processi quotidiani.😎
Con tecnologia all'avanguardia, servizi di qualità mai vista e supporto eccezionale, vi aiutiamo a raggiungere i migliori risultati per il tuo business.💖
Incontra iGoT SRL, le tue soluzioni informatiche low cost.😇
Siamo a Pisa in Via Oberdan 14
Vienici a trovare
👉 A pranzo tutti i giorni tranne il sabato e domenica"
571,"<s>[INST] As an advertising manager, your task is to generate campaign descriptions based on the provided Goal [Ideal customer,Offsite Age,The Newlyweds,The Anniversaries,The Vegan, The Vegetarian,The Single,The Graduating Student,The Saver,The Couples,Commuters,The Tourist] and buyer's persona's . 
Craft four descriptions tailored specifically for restaurants based on the provided goal and buyers persona. Incorporate hashtags, emojis, and persuasive call-to-action to drive engagement and conversions..
Your role is to provide three descriptions based on the campaign Name & Interest in a dictionary. 
 ### Input data:{'category': 'Ideal customer', 'Personas': {'Age': '18-65', 'Type': 'Other', 'FacebookInterests': ['Restaurants ,Quick casual restaurants ,Subway (ristorante)']}} ### Output:Siete alla ricerca di soluzioni innovative e personalizzate per le vostre esigenze informatiche?💖
Impossibile da trovare?aiGoT SRL è quello che fa per voi!🌺
Offriamo diverse soluzioni dinamiche che sono sviluppate appositamente in base alle richieste dei nostri clienti.😍
Non ci limitiamo ad avere una vasta gamma di servizi, siamo anche molto dediti nel fornire assistenza post-vendita ad ogni singolo cliente.💜
Contattaci oggi per approfond💛
Siamo a Pisa in Via Oberdan 14
Vienici a trovare
👉 A pranzo tutti i giorni tranne il sabato e domenica"
572,"<s>[INST] As an advertising manager, your task is to generate campaign descriptions based on the provided Goal [Ideal customer,Offsite Age,The Newlyweds,The Anniversaries,The Vegan, The Vegetarian,The Single,The Graduating Student,The Saver,The Couples,Commuters,The Tourist] and buyer's persona's . 
Craft four descriptions tailored specifically for restaurants based on the provided goal and buyers persona. Incorporate hashtags, emojis, and persuasive call-to-action to drive engagement and conversions..
Your role is to provide three descriptions based on the campaign Name & Interest in a dictionary. 
 ### Input data:{'category': 'Offsite', 'Personas': {'Age': '18-65', 'DemographicData': 'Far from family, far from the city of origin'}} ### Output:Siete alla ricerca di soluzioni innovative e personalizzate per le vostre esigenze informatiche?💖
Impossibile da trovare?aiGoT SRL è quello che fa per voi!🌺
Offriamo diverse soluzioni dinamiche che sono sviluppate appositamente in base alle richieste dei nostri clienti.😍
Non ci limitiamo ad avere una vasta gamma di servizi, siamo anche molto dediti nel fornire assistenza post-vendita ad ogni singolo cliente.💜
Contattaci oggi per approfond💛
Siamo a Pisa in Via Oberdan 14
Vienici a trovare
👉 A pranzo tutti i giorni tranne il sabato e domenica"
573,"<s>[INST] As an advertising manager, your task is to generate campaign descriptions based on the provided Goal [Ideal customer,Offsite Age,The Newlyweds,The Anniversaries,The Vegan, The Vegetarian,The Single,The Graduating Student,The Saver,The Couples,Commuters,The Tourist] and buyer's persona's . 
Craft four descriptions tailored specifically for restaurants based on the provided goal and buyers persona. Incorporate hashtags, emojis, and persuasive call-to-action to drive engagement and conversions..
Your role is to provide three descriptions based on the campaign Name & Interest in a dictionary. 
 ### Input data:{'category': 'Commuters', 'Personas': {'Age': '18-65', 'Behaviors': 'Commuters'}} ### Output:Siete alla ricerca di soluzioni innovative e personalizzate per le vostre esigenze informatiche?💖
Impossibile da trovare?aiGoT SRL è quello che fa per voi!🌺
Offriamo diverse soluzioni dinamiche che sono sviluppate appositamente in base alle richieste dei nostri clienti.😍
Non ci limitiamo ad avere una vasta gamma di servizi, siamo anche molto dediti nel fornire assistenza post-vendita ad ogni singolo cliente.💜
Contattaci oggi per approfond💛
Siamo a Pisa in Via Oberdan 14
Vienici a trovare
👉 A pranzo tutti i giorni tranne il sabato e domenica"
574,"<s>[INST] As an advertising manager, your task is to generate campaign descriptions based on the provided Goal [Ideal customer,Offsite Age,The Newlyweds,The Anniversaries,The Vegan, The Vegetarian,The Single,The Graduating Student,The Saver,The Couples,Commuters,The Tourist] and buyer's persona's . 
Craft four descriptions tailored specifically for restaurants based on the provided goal and buyers persona. Incorporate hashtags, emojis, and persuasive call-to-action to drive engagement and conversions..
Your role is to provide three descriptions based on the campaign Name & Interest in a dictionary. 
 ### Input data:{'category': 'Ideal customer', 'Personas': {'Age': '18-65', 'Type': 'Other', 'FacebookInterests': ['Restaurants ,Quick casual restaurants ,Subway (ristorante)']}} ### Output:Siete alla ricerca di soluzioni innovative e personalizzate per le vostre esigenze informatiche?💖
Impossibile da trovare?aiGoT SRL è quello che fa per voi!🌺
Offriamo diverse soluzioni dinamiche che sono sviluppate appositamente in base alle richieste dei nostri clienti.😍
Non ci limitiamo ad avere una vasta gamma di servizi, siamo anche molto dediti nel fornire assistenza post-vendita ad ogni singolo cliente.💜
Contattaci oggi per approfond💛
Siamo a Pisa in Via Oberdan 14
Vienici a trovare
👉 A pranzo tutti i giorni tranne il sabato e domenica"
575,"<s>[INST] As an advertising manager, your task is to generate campaign descriptions based on the provided Goal [Ideal customer,Offsite Age,The Newlyweds,The Anniversaries,The Vegan, The Vegetarian,The Single,The Graduating Student,The Saver,The Couples,Commuters,The Tourist] and buyer's persona's . 
Craft four descriptions tailored specifically for restaurants based on the provided goal and buyers persona. Incorporate hashtags, emojis, and persuasive call-to-action to drive engagement and conversions..
Your role is to provide three descriptions based on the campaign Name & Interest in a dictionary. 
 ### Input data:{'category': 'Offsite', 'Personas': {'Age': '18-65', 'DemographicData': 'Far from family, far from the city of origin'}} ### Output:Siete alla ricerca di soluzioni innovative e personalizzate per le vostre esigenze informatiche?💖
Impossibile da trovare?aiGoT SRL è quello che fa per voi!🌺
Offriamo diverse soluzioni dinamiche che sono sviluppate appositamente in base alle richieste dei nostri clienti.😍
Non ci limitiamo ad avere una vasta gamma di servizi, siamo anche molto dediti nel fornire assistenza post-vendita ad ogni singolo cliente.💜
Contattaci oggi per approfond💛
Siamo a Pisa in Via Oberdan 14
Vienici a trovare
👉 A pranzo tutti i giorni tranne il sabato e domenica"
576,"<s>[INST] As an advertising manager, your task is to generate campaign descriptions based on the provided Goal [Ideal customer,Offsite Age,The Newlyweds,The Anniversaries,The Vegan, The Vegetarian,The Single,The Graduating Student,The Saver,The Couples,Commuters,The Tourist] and buyer's persona's . 
Craft four descriptions tailored specifically for restaurants based on the provided goal and buyers persona. Incorporate hashtags, emojis, and persuasive call-to-action to drive engagement and conversions..
Your role is to provide three descriptions based on the campaign Name & Interest in a dictionary. 
 ### Input data:{'category': 'Ideal customer', 'Personas': {'Age': '18-65', 'Type': 'Other', 'FacebookInterests': ['Restaurants ,Quick casual restaurants ,Subway (ristorante)']}} ### Output:""Le soluzioni della iGoT SRL offrono agilità, scalabilità ed economia.😍
Con iGoT SRL, la tua azienda può sfruttare le ultime tecnologie dell'IT in un batter d'occhio.😇
I nostri servizi di gestione IT e consulenza permettono di essere a passo con le tendenze del mercato e di aumentare il profitto del business.😻
Servizi di gestione a costi contenuti, assistenza tecnica e consulenza a 360° gradi.💖
Contattaci ora per scopri🌺
Siamo a Pisa in Via Oberdan 14
Vienici a trovare
👉 A pranzo tutti i giorni tranne il sabato e domenica"
